,Código do Município,Município,Estado,Ano de Referência,Prestadores,ES002 - Quantidade de ligações ativas de esgotos,ES003 - Quantidade de economias ativas de esgotos,ES004 - Extensão da rede de esgotos,ES005 - Volume de esgotos coletado,ES006 - Volume de esgotos tratado,ES007 - Volume de esgotos faturado,ES009 - Quantidade de ligações totais de esgotos,ES026 - População urbana atendida com esgotamento sanitário,FN039 - Despesa com esgoto exportado
4911,"351100,00",Castilho,SP,"2019,00",[35110011] Empresa Águas de Castilho S/A - EAC | [35110040] Secretaria Municipal de Obras Publicas - SMOP,6610.0,6695.0,79.88,907.86,907.86,998.27,6610.0,15555.0,0.0
4912,"351110,00",Catanduva,SP,"2019,00",[35111011] Superintendência de Água e Esgoto de Catanduva - SAEC | [35111040] Superintendência de Água e Esgoto de Catanduva - SAEC,49333.0,53851.0,500.0,10053.42,8125.76,10053.42,51417.0,119128.0,0.0
4913,"351120,00",Catiguá,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35112040] PREFEITURA MUNICIPAL DE CATIGUÁ - PMC,2779.0,2806.0,24.86,417.31,417.31,487.02,3155.0,7193.0,0.0
4915,"351140,00",Cerqueira César,SP,"2019,00",[35114011] Prefeitura Municipal de Cerqueira César - DAE | [35114040] Prefeitura Municipal de Cerqueira César - PMCC,3602.0,,68.0,1850.0,1300.0,1400.0,3602.0,17915.0,0.0
4916,"351150,00",Cerquilho,SP,"2019,00","[35115011] Serviço Autônomo de Água e Esgoto de Cerquilho - SAAEC | [35115040] Secretaria de Agricultura, Abastecimento e Meio Ambiente - SAAMA",16238.0,16238.0,252.8,2185.11,2185.11,2971.07,16821.0,43487.0,0.0
4917,"351160,00",Cesário Lange,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35116040] Prefeitura Municipal de Cesário Lange - PMCL,4735.0,4868.0,43.97,661.79,661.79,811.66,5109.0,12198.0,0.0
4918,"351170,00",Charqueada,SP,"2019,00","[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35117040] Secretaria de Obras, Serviços e Meio Ambiente - SOSMA",5087.0,5129.0,35.14,678.38,657.7,845.4,5471.0,13936.0,0.0
4919,"355720,00",Chavantes,SP,"2019,00",[35572011] Superintendência de Água e Esgoto Chavantes - SAEC | [35572040] Prefeitura Municipal de Chavantes - PMC,4812.0,4984.0,38.0,640.0,640.0,640.0,4984.0,11002.0,0.0
4920,"351190,00",Clementina,SP,"2019,00",[35119011] Prefeitura Municipal de Clementina - PMC | [35119040] PREFEITURA MUNICIPAL DE CLEMENTINA - PMC,2769.0,,26.8,414.61,414.61,414.61,2779.0,8213.0,0.0
4921,"351200,00",Colina,SP,"2019,00",[35120011] Serviço Autônomo de Água e Esgoto de Colina - SAEC | [35120040] PREFEITURA MUNICIPAL DE COLINA - PMC,6975.0,6983.0,142.75,1228.46,1228.46,1228.46,7485.0,16223.0,0.0
4922,"351210,00",Colômbia,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP,2202.0,2224.0,28.27,353.04,353.04,399.25,2496.0,4488.0,0.0
4923,"351220,00",Conchal,SP,"2019,00",[35122011] Prefeitura Municipal de Conchal - PMC | [35122040] PREFEITURA MUNICIPAL DE CONCHAL - PMC,9656.0,,184.0,2690.0,2470.0,2630.0,9833.0,26360.0,0.0
4924,"351230,00",Conchas,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35123040] Prefeitura Municipal de Conchas - PMC,4911.0,5045.0,43.63,632.58,632.58,806.32,5422.0,12234.0,0.0
4925,"351240,00",Cordeirópolis,SP,"2019,00",[35124011] Serviço Autônomo de Água e Esgoto de Cordeirópolis - SAAE | [35124040] Secretaria Municipal de Serviços Públicos - SMSP,8798.0,9189.0,65.0,1489.84,0.0,1232.28,9356.0,22031.0,0.0
4926,"351250,00",Coroados,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35125040] PREFEITURA MUNICIPAL DE COROADOS - PMC,1950.0,1978.0,20.47,290.61,290.61,341.83,2132.0,4906.0,0.0
4927,"351260,00",Coronel Macedo,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35126040] SECRETARIA DO MEIO AMBIENTE - SMA,1378.0,1388.0,18.32,171.71,171.71,203.36,1518.0,3618.0,0.0
4928,"351270,00",Corumbataí,SP,"2019,00",[35127011] Prefeitura Municipal de Corumbataí - PMC | [35127040] Prefeitura Municipal - PM,1140.0,1186.0,19.0,230.0,230.0,0.0,1186.0,2171.0,0.0
4929,"351280,00",Cosmópolis,SP,"2019,00",[35128011] Prefeitura Municipal de Cosmópolis - DAE | [35128040] Prefeitura Municipal de Cosmópolis - PMC,17721.0,21922.0,185.0,4423.0,0.0,4423.0,19525.0,65000.0,0.0
4930,"351290,00",Cosmorama,SP,"2019,00",[35129011] Prefeitura Municipal de Cosmorama - PMC,3020.0,,41.0,217.43,217.43,217.43,3020.0,5009.0,0.0
4931,"351300,00",Cotia,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35130040] PREFEITURA MUNICIPAL DE COTIA - PMC,33220.0,50884.0,391.6,5183.02,2331.99,7883.16,37479.0,132158.0,0.0
4932,"351310,00",Cravinhos,SP,"2019,00",[35131011] Serviço Autônomo de Água e Esgoto - SAAE,12211.0,12329.0,161.0,2763.0,2763.0,2763.0,13651.0,34413.0,0.0
4933,"351320,00",Cristais Paulista,SP,"2019,00",[35132011] Prefeitura Municipal de Cristais Paulista - PMCP | [35132040] PREFEITURA MUNICIPAL DE CRISTAIS PAULISTA - PMCP,2752.0,,41.5,425.0,425.0,425.0,2802.0,6208.0,0.0
4934,"351330,00",Cruzália,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35133040] DEPARTAMENTO DE AGRICULTURA ABASTECIMENTO E MEIO AMBIENTE - DAMA,795.0,798.0,12.41,130.3,130.3,143.65,853.0,1377.0,0.0
4935,"351340,00",Cruzeiro,SP,"2019,00",[35134011] Serviço Autônomo de Água e Esgoto - SAAE | [35134040] Secretaria Municipal de Meio Ambiente - SEMA,26440.0,27319.0,295.8,4286.4,3.1,4286.4,28624.0,80143.0,0.0
4936,"351350,00",Cubatão,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35135040] SECRETARIA DE MANUTENÇÃO URBANA E SERVIÇOS PÚBLICOS - SESEP,17067.0,25161.0,148.35,3619.13,3619.13,4522.78,18608.0,71162.0,0.0
4937,"351360,00",Cunha,SP,"2019,00",[35136011] Prefeitura Municipal de Cunha - PMC,3168.0,3168.0,27.0,493.0,236.0,0.0,3537.0,6282.0,0.0
4938,"351370,00",Descalvado,SP,"2019,00",[35137011] Prefeitura Municipal de Descalvado - SEMARH | [35137040] Prefeitura Municipal de Descalvado - PMD,12640.0,12664.0,185.0,2252.8,0.0,2252.8,12910.0,29819.0,0.0
4939,"351380,00",Diadema,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35138040] PREFEITURA DO MUNICÍPIO DE DIADEMA - PMD,106053.0,155752.0,495.07,15805.45,8328.54,24417.97,116602.0,399439.0,0.0
4940,"351385,00",Dirce Reis,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35138540] Prefeitura Municipal de Dirce Reis - PM Dirce Reis,671.0,677.0,9.83,91.18,91.18,107.95,734.0,1358.0,0.0
4941,"351390,00",Divinolândia,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35139040] PREFEITURA MUNICIPAL DE DIVINOLANDIA - PM,3021.0,3030.0,27.84,425.23,382.33,515.97,3226.0,7435.0,0.0
4942,"351400,00",Dobrada,SP,"2019,00",[35140011] Prefeitura Municipal de Dobrada - PMD | [35140040] prefeitura municipal de dobrada - pmd,2829.0,3115.0,29.51,1051.0,1051.0,1051.0,2842.0,8730.0,0.0
4943,"351410,00",Dois Córregos,SP,"2019,00",[35141011] Serviço Autônomo de Água e Esgoto de Dois Córregos - SAAEDOCO | [35141040] Departamento de Agricultura e Meio Ambiente - DA&MA,9701.0,9720.0,141.0,1420.77,1420.77,1420.77,10075.0,25781.0,0.0
4944,"351420,00",Dolcinópolis,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35142040] Prefeitura Municipal de Dolcinópolis - PMD,1026.0,1032.0,14.88,140.22,140.22,163.35,1076.0,1967.0,0.0
4945,"351430,00",Dourado,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35143040] Prefeitura Municipal de Dourado - PMD,3475.0,3573.0,39.42,525.42,525.42,605.77,3798.0,8110.0,0.0
4946,"351440,00",Dracena,SP,"2019,00","[35144011] Empresa de Desenvolvimento, Água, Esgoto e Pavimentação de Dracena - EMDAEP | [35144040] Secretaria da Agricultura, Meio Ambiente e Limpeza Pública - SAMA",18702.0,18702.0,221.06,2548.54,2548.54,2548.54,20353.0,43210.0,0.0
4947,"351450,00",Duartina,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35145040] MUNICIPIO DE DUARTINA - PSV_SGL,4875.0,4916.0,69.2,665.22,665.22,790.45,5307.0,11171.0,0.0
4949,"351470,00",Echaporã,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35147040] Prefeitura Municipal de Echaporã - PME,2230.0,2267.0,24.77,326.69,326.69,372.12,2494.0,4860.0,0.0
4950,"351480,00",Eldorado,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35148040] Prefeitura Municipal - PME,2817.0,2829.0,29.61,369.9,369.9,448.15,3280.0,6892.0,0.0
4951,"351490,00",Elias Fausto,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35149040] Prefeitura Municipal de Elias Fausto - PMEF,5427.0,5488.0,57.21,832.1,832.1,969.8,5817.0,14148.0,0.0
4952,"351492,00",Elisiário,SP,"2019,00",[35149211] Prefeitura Municipal de Elisiário - PME | [35149240] Prefeitura Municipal de Elisiário - PME,1294.0,1295.0,7.0,164.93,164.93,164.93,1372.0,3344.0,0.0
4953,"351495,00",Embaúba,SP,"2019,00",[35149511] Semae Ambiental Embauba - SEMAE | [35149540] PREFEITURA MUNICIPAL DE EMBAUBA - PME,1024.0,1036.0,7.25,196.7,157.4,196.7,1024.0,2085.0,0.0
4954,"351500,00",Embu das Artes,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35150040] Prefeitura da Estância Turística de Embu das Artes - PMETE,52756.0,64930.0,313.29,6682.92,3675.61,10445.14,58282.0,203725.0,0.0
4955,"351510,00",Embu-Guaçu,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35151040] Prefeitura Municipal de Embu-Guaçu - PMEG,8273.0,9696.0,126.72,910.72,910.72,1478.45,9791.0,26793.0,0.0
4956,"351512,00",Emilianópolis,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP,1160.0,1169.0,12.24,162.66,162.66,191.53,1249.0,2657.0,0.0
4957,"351515,00",Engenheiro Coelho,SP,"2019,00",[35151511] Serviço de Água e Esgoto de Engenheiro Coelho - SAEEC,4582.0,4582.0,44.0,721.88,721.88,753.01,4649.0,15193.0,0.0
4958,"351518,00",Espírito Santo do Pinhal,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35151840] Departamento de Agricultura e Meio Ambiente e Departamento de Serviços Urbanos - DAMA - SU,14515.0,15348.0,130.7,2196.7,2196.7,2669.86,15656.0,38880.0,0.0
4959,"351519,00",Espírito Santo do Turvo,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35151940] Prefeitura Municipal de Espirito Santo do Turvo - PM EST,1549.0,1570.0,14.59,219.08,219.08,259.34,1664.0,4130.0,0.0
4960,"355730,00",Estiva Gerbi,SP,"2019,00",[35573011] Prefeitura Municipal de Estiva Gerbi - PMEG | [35573040] Prefeitura Municipal de Estiva Gerbi - SP,3617.0,3622.0,40.06,359.9,0.0,359.9,3798.0,9016.0,0.0
4961,"351520,00",Estrela D Oeste,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35152040] Prefeitura Municipal de Estrela d'Oeste - PMEstrela,3047.0,3084.0,34.96,497.34,497.34,561.47,3217.0,7007.0,0.0
4962,"351530,00",Estrela do Norte,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35153040] Prefeitura Municipal de Estrela do Norte - DMAAMA,881.0,890.0,13.83,135.98,135.98,154.27,986.0,2184.0,0.0
4963,"351535,00",Euclides da Cunha Paulista,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35153540] Prefeitura Municipal de Euclides da Cunha Paulista - Pmecp,2148.0,2151.0,29.99,313.43,313.43,349.55,2562.0,5531.0,0.0
4964,"351540,00",Fartura,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35154040] Coordenadoria do Meio Ambiente - CMA,5361.0,5429.0,45.75,729.92,729.92,903.24,5764.0,12810.0,0.0
4965,"351550,00",Fernandópolis,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35155040] Prefeitura Municipal de Fernandópolis - PM FERNANDOPOLIS,30627.0,31876.0,283.52,4866.66,4866.66,5726.73,33315.0,66999.0,0.0
4966,"351560,00",Fernando Prestes,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35156040] PREFEITURA MUNICIPAL DEFERNANDO PRESTES - PM,2397.0,2434.0,18.23,327.1,327.1,401.09,2565.0,4909.0,0.0
4967,"351565,00",Fernão,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35156540] PREFEITURA MUNICIPAL DE FERNÃO - PMF,440.0,443.0,5.96,55.55,55.55,67.79,501.0,933.0,0.0
4968,"351570,00",Ferraz de Vasconcelos,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35157040] Secretaria Municipal de Serviços Urbanos - SMSU,40533.0,54485.0,262.19,5300.77,2968.44,8070.1,45558.0,161471.0,0.0
4969,"351580,00",Flora Rica,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35158040] Prefeitura Municipal de Flora Rica - PMFR,631.0,636.0,9.81,87.51,87.51,103.2,724.0,1185.0,0.0
4970,"351590,00",Floreal,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35159040] Prefeitura Municipal de Floreal - PMF,1159.0,1169.0,16.81,171.92,171.92,198.86,1238.0,2369.0,0.0
4971,"351600,00",Flórida Paulista,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP,4143.0,4158.0,69.45,599.76,599.76,689.35,4708.0,10379.0,0.0
4972,"351610,00",Florínia,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35161040] Prefeitura Municipal de Florinea - FMS,1069.0,1077.0,18.36,270.86,270.86,297.57,1195.0,2336.0,0.0
4973,"351620,00",Franca,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35162040] SECRETARIA DE SERVIÇOS E MEIO AMBIENTE - SESMAM,131789.0,144518.0,1253.35,20304.87,20304.87,24294.15,144712.0,346986.0,0.0
4974,"351630,00",Francisco Morato,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35163040] Prefeitura Municipal Francisco Morato - PMFM,22847.0,25513.0,210.82,2339.81,0.0,3683.2,25716.0,82687.0,0.0
4975,"351640,00",Franco da Rocha,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35164040] Secretaria de Infraestrutura e Habitação - SIHAB,28876.0,33390.0,232.93,3657.56,0.0,5556.34,32518.0,103127.0,0.0
4976,"351650,00",Gabriel Monteiro,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35165040] Prefeitura Municipal de Gabriel Monteiro - PMGM,1134.0,1154.0,11.04,161.24,161.24,187.56,1202.0,2314.0,0.0
4977,"351660,00",Gália,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35166040] Prefeitura Municipal de Gália - PMG,2158.0,2195.0,26.01,309.35,309.35,358.61,2435.0,4880.0,0.0
4978,"351670,00",Garça,SP,"2019,00",[35167011] Serviço Autônomo de Água e Esgotos - SAAE | [35167040] Secretaria Municipal de Serviços Públicos - SASP,17068.0,17577.0,171.52,1737.87,1737.87,1737.87,17825.0,40351.0,0.0
4979,"351680,00",Gastão Vidigal,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP,1387.0,1399.0,15.04,188.39,188.39,222.37,1535.0,4073.0,0.0
4980,"351685,00",Gavião Peixoto,SP,"2019,00",[35168511] Prefeitura Municipal de Gavião Peixoto - PMGP | [35168540] Prefeitura Municipal de Gavião Peixoto - PMGP,1852.0,1852.0,13.99,276.52,276.52,276.52,1852.0,3874.0,0.0
4981,"351690,00",General Salgado,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35169040] Prefeitura Municipal de General Salgado - PMGS,4253.0,4303.0,64.09,659.35,659.35,722.57,4578.0,9254.0,0.0
4982,"351700,00",Getulina,SP,"2019,00",[35170011] Prefeitura Municipal de Getulina - PMG | [35170040] PREFEITURA MUNICIPAL DE GETULINA - PMG,3301.0,3301.0,28.0,700.0,650.0,120.0,3743.0,8654.0,0.0
4983,"351710,00",Glicério,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35171040] PREFEITURA MUNICIPAL DE GLICERIO - P.M.G,1476.0,1500.0,21.89,232.25,232.25,264.95,1639.0,3148.0,0.0
4984,"351720,00",Guaiçara,SP,"2019,00",[35172011] Prefeitura Municipal de Guaiçara - PMG | [35172040] Município de Guaiçara - PMG,2423.0,2423.0,48.0,733.08,733.08,733.08,2557.0,11055.0,0.0
4985,"351730,00",Guaimbê,SP,"2019,00",[35173011] Prefeitura Municipal de Guaimbê - PMG | [35173040] SETOR DE AGUA E ESGOTO - Prefeitura,1865.0,1865.0,29.0,681.0,681.0,681.0,2205.0,5029.0,0.0
4986,"351740,00",Guaíra,SP,"2019,00",[35174011] Departamento de Esgoto e Água de Guaíra - DEAGUA | [35174040] Município de Guaíra - PM,15623.0,15623.0,278.05,2928.5,2928.5,2928.5,19326.0,39323.0,0.0
4987,"351750,00",Guapiaçu,SP,"2019,00",[35175011] Prefeitura Municipal de Guapiaçu - PMG | [35175040] Prefeitura Municipal de Guapiaçu - Pref.,6786.0,6786.0,52.2,1210.0,1210.0,1024.0,6786.0,18976.0,0.0
4988,"351760,00",Guapiara,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35176040] SECRETARIA MUNICIPAL DE MEIO AMBIENTE E TURISMO - SMMAT,2389.0,2417.0,23.79,291.96,271.37,369.04,2726.0,5855.0,0.0
4989,"351770,00",Guará,SP,"2019,00",[35177011] Águas de Guará Ltda - GUARA | [35177040] Prefeitura Municipal de Guará - PMG,6413.0,6831.0,85.0,1000.0,1000.0,1150.33,7669.0,20541.0,0.0
4990,"351780,00",Guaraçaí,SP,"2019,00",[35178011] Autarquia Municipal de Saneamento Ambiental de Guaraçaí - SAG | [35178040] Prefeitura Municipal de Guaraçaí - PM,3015.0,3015.0,42.0,464.01,464.01,508.61,3161.0,6566.0,0.0
4991,"351790,00",Guaraci,SP,"2019,00",[35179011] Prefeitura Municipal de Guaraci - PMG | [35179040] Prefeitura Municipal de Guaraci - PM,3708.0,3708.0,32.0,580.0,580.0,580.0,3708.0,9150.0,0.0
4992,"351800,00",Guarani D Oeste,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35180040] Prefeitura Municipal de Guarani d'Oeste - PMG,823.0,832.0,14.27,124.98,124.98,139.75,886.0,1761.0,0.0
4993,"351810,00",Guarantã,SP,"2019,00",[35181011] Prefeitura Municipal de Guarantã - PMG | [35181040] Município de Guarantã - PMGTA,2192.0,,10.0,300.0,290.0,0.0,2192.0,5684.0,0.0
4994,"351820,00",Guararapes,SP,"2019,00",[35182011] Prefeitura Municipal de Guararapes - PMG | [35182040] PREFEITURA MUNICIPAL DE GUARARAPES - PMG,12079.0,12079.0,139.5,1828.8,1828.8,1828.8,12984.0,30333.0,0.0
4995,"351830,00",Guararema,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35183040] PREFEITURA MUNICIPAL DE GUARAREMA - PMG,6206.0,6558.0,42.39,776.46,776.46,1005.05,6836.0,14907.0,0.0
4996,"351840,00",Guaratinguetá,SP,"2019,00","[35184011] Companhia de Serviço de Água, Esgoto e Resíduos de Guaratinguetá - SAEG | [35184040] COMPANHIA DE SERVIÇO DE ÁGUA, ESGOTO E RESÍDUOS DE GUARATINGUETÁ - SAEG",39795.0,43037.0,338.81,6572.77,1617.93,7732.17,42128.0,107532.0,0.0
4997,"351850,00",Guareí,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35185040] Secretaria Municipal de Meio Ambiente - SEMMA,2925.0,2965.0,25.4,381.12,381.12,486.72,3194.0,7632.0,0.0
4998,"351860,00",Guariba,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35186040] Prefeitura Municipal de Guariba - PMG,13871.0,14491.0,137.03,2175.57,2175.57,2505.15,15568.0,39271.0,0.0
4999,"351870,00",Guarujá,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35187040] Secretaria Municipal de Operações Urbanas - SEURB,50759.0,110379.0,446.04,12807.42,12807.42,17638.29,57299.0,222108.0,0.0
5000,"351880,00",Guarulhos,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35188040] Secretaria de Serviços Públicos - SSP,358730.0,417104.0,1925.5,42564.47,0.0,64920.82,403832.0,1185702.0,0.0
5001,"351885,00",Guatapará,SP,"2019,00",[35188511] Prefeitura Municipal de Guatapará - PMG | [35188540] PREFEITURA MUNICIPAL DE GUATAPARÁ - PM,2936.0,2936.0,46.0,1008.0,146.0,0.0,2977.0,5623.0,0.0
5002,"351890,00",Guzolândia,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35189040] PREFEITURA MUNICIPAL DEGUZOLANDIA - PMG,1699.0,1711.0,30.48,247.16,247.16,281.83,1858.0,4455.0,0.0
5003,"351900,00",Herculândia,SP,"2019,00",[35190011] Prefeitura Municipal de Herculândia - PMH | [35190040] Prefeitura Municipal de Herculândia - PMH,3116.0,3116.0,53.3,698.2,698.2,698.2,3234.0,8469.0,0.0
5004,"351905,00",Holambra,SP,"2019,00",[35190512] Águas de Holambra - AH | [35190540] Prefeitura Municipal da Estância Turística de Holambra - PMH,3910.0,3929.0,53.51,1466.97,1466.97,1401.54,3939.0,10814.0,0.0
5005,"351907,00",Hortolândia,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35190740] Municipio de Hortolândia - PMH,68886.0,78989.0,358.46,11374.1,11374.1,14795.84,72064.0,230851.0,0.0
5006,"351910,00",Iacanga,SP,"2019,00",[35191011] Prefeitura Municipal de Iacanga - PMI | [35191040] Secretaria de Agricultura e Meio Ambiente - AMA,4203.0,4203.0,54.0,807.96,807.96,0.0,4203.0,9428.0,0.0
5007,"351920,00",Iacri,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35192040] PREFEITURA MUNICIPAL DE IACRI - PMI,2114.0,2126.0,28.37,324.7,324.7,359.42,2262.0,4973.0,0.0
5008,"351925,00",Iaras,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35192540] Prefeitura Municipal - PM,1139.0,1153.0,10.64,156.23,156.23,189.72,1284.0,2642.0,0.0
5009,"351930,00",Ibaté,SP,"2019,00",[35193011] Prefeitura Municipal de Ibaté - DAE | [35193040] Prefeitura Municipal de Ibaté - PMI,10974.0,10975.0,179.0,1840.0,1840.0,1840.0,10975.0,33704.0,0.0
5010,"351940,00",Ibirá,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35194040] Prefeitura Municipal da Estância de Ibirá - PMEI,4655.0,4746.0,43.8,684.01,684.01,809.57,5121.0,11035.0,0.0
5011,"351950,00",Ibirarema,SP,"2019,00",[35195011] Serviço Autônomo de Água e Esgoto de Ibirarema - SAAEI | [35195040] PREFEITURA DE IBIRAREMA - PMI,2926.0,2926.0,21.9,369.0,369.0,232.56,2926.0,7162.0,0.0
5013,"351970,00",Ibiúna,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35197040] Secretaria de Desenvolvimento Urbano - SEDU,5827.0,6457.0,28.61,802.7,802.7,1089.2,6583.0,15157.0,0.0
5014,"351980,00",Icém,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35198040] PREFEITURA MUNICIPAL DE ICEM - PMI,2791.0,2813.0,20.45,384.44,384.44,486.23,3163.0,7074.0,0.0
5015,"351990,00",Iepê,SP,"2019,00",[35199011] Prefeitura Municipal de Iepê - PMI | [35199040] Prefeitura Municipal de Iepê - PMI,2645.0,2645.0,30.0,536.0,536.0,536.0,3038.0,6520.0,0.0
5016,"352000,00",Igaraçu do Tietê,SP,"2019,00",[35200011] Prefeitura Municipal de Igaraçu do Tietê - SAEIT,9388.0,9388.0,141.0,3019.0,3019.0,3019.0,10030.0,23930.0,0.0
5017,"352010,00",Igarapava,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35201040] Departamento de Manutenção Urbana - DEPTO_MA,10874.0,11064.0,89.88,1634.75,1634.75,1972.95,12209.0,28701.0,0.0
5018,"352020,00",Igaratá,SP,"2019,00","[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35202040] Secretaria Municipal de Planejamento e Mobilidade Urbana, Obras e Serviços - SPMUOS",1475.0,1551.0,16.32,195.59,195.59,254.66,1635.0,2466.0,0.0
5019,"352030,00",Iguape,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35203040] Município de Iguape - PMEI,8034.0,8061.0,88.29,1031.44,1031.44,1308.71,9221.0,14276.0,0.0
5020,"352040,00",Ilhabela,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP,7127.0,8071.0,84.91,1520.15,1520.15,1776.21,7567.0,13401.0,0.0
5021,"352042,00",Ilha Comprida,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35204240] Prefeitura Municipal de Ilha Comprida - PMIC,6417.0,6448.0,71.96,684.85,684.85,986.21,6821.0,4804.0,0.0
5022,"352044,00",Ilha Solteira,SP,"2019,00",[35204411] Prefeitura Municipal de Ilha Solteira - PMISA | [35204440] Prefeitura Municipal de Ilha Solteira - PMISA,10132.0,10705.0,143.52,2289.3,2289.3,1307.66,10727.0,25042.0,0.0
